Settlements.Settlement.text.town_WI1	Нульн — найбуйнейшы прамысловы горад Імперыі, які вырабляе пераважную большасьць парахавой зброі й артылерыі для войска, а таксама іншую зброю й узбраеньне імперскіх арміяў. Нульн — гандлёвы асяродак: тавары з паўднёвага Вісэнлянду й Солянду, Аверлянду, а таксама з-за перавалу Чорнае Полымя, Шэрых і Чорных Гораў спачатку мусяць прайсьці празь яго, каб трапіць у астатнюю Імперыю. Доўгі час Нульн быў імперскаю сталіцаю й атрымліваў падтрымку, патрэбную, каб стаць сапраўдным вялікім горадам. Ён таксама служыць паўднёвай рэлігійнай сталіцаю Царквы Сігмара, апякуючыся Вісэнляндам, Шцірляндам і Аверляндам. Графіня-электар усяго Вісэнлянду трымае тут свой двор: хоць сталіца правінцыі застаецца ў Вісэнбургу, яна аддае перавагу выгодам Нульну перад «панурымі мяшчанамі» Сойму Вісэнлянду.
Settlements.Settlement.text.town_WI2	Пфайлдорф, што на мэнагоцкім райкшпілю азначае «горад стралы», — былая сталіца зьнішчанай Вялікай правінцыі Солянд. Доўгая й цяжкая гісторыя гораду адчуваецца цяжарам часу на плячах ягоных жыхароў. Калісьці Пфайлдорф быў такі ж велічны, як Вісэнбург, а Солянд — такі ж багаты, як Аверлянд ці Шцірлянд. Пасьля таго як на пачатку 18 стагодзьдзя орчае ўварваньне зьнішчыла большасьць шляхты й прымусіла ўцякаць вялікую частку насельніцтва, Пфайлдорф і былую правінцыю неафіцыйна падзялілі Вісэнлянд і Аверлянд. У 24 стагодзьдзі імпэратар Магнус Пабожны спрабаваў аднавіць Солянд, вызначыўшы ягоныя межы з Аверляндам і Вісэнляндам і аднавіўшы яго як Вялікае баронства Солянд. Аднак Солянд застаўся цесна зьвязаны зь Вісэнляндам і, нягледзячы на некалькі прававых угодаў, фактычна ёсьць ягонаю часткаю. Цяпер Пфайлдорф — асяродак гандлю зюдэнляндзкаю воўнай. Месца пры зьліцьці Верхняга Райку й Золю зручнае, каб грузіць мясцовую воўну й тавары дварфаў з паўднёвых Шэрых Гораў на караблі, што ідуць у Нульн і далей.
Settlements.Settlement.text.town_WI3	Кройцхофен — малы горад на скрыжаваньні трох важных шляхоў. На захад у Брэтонію вядзе перавал Мандыдзье, на ўсход — перавал Зімовыя Зубы, якім праз горы можна спусьціцца ў цэнтральныя землі Памежных Князёў. На паўднёвы захад пад Сховішчамі цягнецца тунэль Алімэнта — падземны водны шлях даўжынёю ў трыста міляў, што зьвязвае Кройцхофен зь міральянскім горадам Кампагрота й служыць вытокам Золю ў Вісэнляндзе ды Крысталя ў Тыліі. Кройцхофен — утульны й заможны дзякуючы гандлю горад. Ім кіруе граф Бруна Пфайфраўхер, апошні з доўгага шэрагу Пфайфраўхераў, якія валодалі Кройцхофенам.
Settlements.Settlement.text.town_WI4	Майсэн — малы, але надзвычай багаты горад у Старым Соляндзе, ля выхаду з Гранітнага перавалу, на беразе Золю. Ён славіцца срэбнымі вырабамі: келіхамі, сталовым посудам і ўпрыгожаньнямі. Сувязі з Карак-Норнам даюць амаль неабмежаваныя пастаўкі срэбнай руды, а таксама адных з найлепшых срэбранікаў паўднёвай Імперыі; тут шмат дварфскіх майстроў з Шэрых Гораў. Ягоны рачны порт — найбуйнейшы на Золі й асяродак усяго гандлю, што кіруецца на поўнач зь вялікіх паўднёвых земляў. Таму Гільдыя срэбранікаў тут надзвычай багатая й уплывовая. Большасьць справаў яна вядзе ў збудаваным і ўмацаваным дварфамі Гільдгаўсе, дзе, кажуць, захоўвае большасьць срэбных зьліткаў для сваіх сяброў. Майсэнскае срэбра настолькі вядомае, што часам сюды прыяжджае графіня-электар Эмануэль фон Лібвіц і нязьменна купляе найлепшае з наяўнага.
Settlements.Settlement.text.town_WI5	Гешбург — малы горад на берагах Золю. Род Топенгаймар трымае тут гарнізон: цэнтральнае становішча ў Вісэнляндзе й паром праз Золь робяць яго важным пунктам. Непадалёк ляжыць месца паразы Старога Солянду: менавіта на ўзгорках на ўсход ад Гешбургу восемсот гадоў таму орчы вайнабос-захопнік пасек графа-электара Солянду й большасьць ягоных блізкіх сваякоў.
Settlements.Settlement.text.town_WI6	Малы горад Эрбшаўэн заснавалі вісэнляндцы пасьля падзеньня Старога Солянду, ці Зюдэнлянду, як яго называюць тут. Землі вакол гораду засеяныя й абрашаюцца ракою Огэль. Хоць Эрбшаўэн не ўваходзіць у Огэльлянд, ён даволі шырока гандлюе зь ягонымі грамадамі.
Settlements.Settlement.text.town_WI7	Вісэнбург — сталіца Вісэнлянду. Хоць ён і ня мае такой гаспадарчай ці культурнай вагі, як Нульн, гэта сапраўдны асяродак тутэйшага народу. Ягоныя жыхары ўвасабляюць цноты, што адрозьніваюць вісэнляндцаў ад астатняй Імперыі. Мяшчане, рамесьнікі й работнікі займаюцца справамі ашчадна й з панурай практычнасьцю, гавораць ясна, кароткімі простымі сказамі. У адрозьненьне ад Альтдорфу ці Нульну, тут ня маюць часу на паэтычныя й квяцістыя выразы. Большасьць гараджанаў штодня наведвае адзін з гарадзкіх храмаў, хоць бы на некалькі хвілінаў, і гэтак за тыдзень ушаноўвае большасьць галоўных багоў. Вісэнбург таксама апошні гандлёвы прыпынак на Верхнім Райку перад Нульнам, акружаны ўрадлівымі палямі. Графіня-электар Эмануэль фон Лібвіц рэдка прыяжджае сюды, толькі каб сустрэцца з «панурымі мяшчанамі», што засядаюць у Сойме Вісэнлянду. Таму, хоць горадам кіруюць ад яе імя, баранэса Топенгаймар атрымлівае ўсё больш улады над правінцыяй у цэлым.
Settlements.Settlement.text.village_WI2_1	Хальгербах — адасобленая вісэнляндзкая вёска на гістарычнай мяжы са Старым Соляндам. Яна стаіць на беразе Вісэну, вадою якога жыхары абрашаюць пасевы.
Settlements.Settlement.text.village_WI2_2	На заходнім беразе Золю, ля адной зь нямногіх тутэйшых паромных пераправаў, ляжыць вёска Дурбхайм. Мясцовыя солянды гадуюць авечак і пастаўляюць воўну ў суседні Пфайлдорф.
Settlements.Settlement.text.castle_WI1	У полі зроку Чорных Гораў, дзе зьліваюцца воды Золю, Зонэ, Аўлену й Горнбергу, стаіць Вустэрбург. Горад абслугоўвае шматлікіх Чорных Дварфаў з Карак-Хірну, што ідуць у Нульн і далей. Тут насамрэч даволі вялікая грамада Чорных і Імперскіх Дварфаў. Магчыма, часткова гэта зьвязана са славутым броварам Багмана за горадам. Хоць гоблінская арда зьнішчыла гэтае вядомае прадпрыемства, памяць пра яго жыве сярод тых, хто яшчэ памятае смак піва. Вустэрбург аплаквае гэтую ганьбу піваварнага мастацтва, але застаецца важным гандлёвым асяродкам і адной зь нямногіх паромных пераправаў праз Золь. Гаспадар гораду, барон Манфрэд фон Айгенхоф, дзякуючы гандлю лічыцца даволі заможным нават сярод шляхты.
Settlements.Settlement.text.castle_WI2	Нерэн — малая фартэца, заснаваная для аховы верхняга Золю й урадлівых пашаў каля Дзікага перавалу, што вядзе ў лес Атэль Лорэн.
Settlements.Settlement.text.castle_WI3	Зонэфурт стаіць там, дзе Зонэ ўпадае ў Золь. Замак збудавалі пасьля спробы Магнуса Пабожнага аднавіць Стары Солянд. З таго часу ён служыць неацэнным абарончым пунктам супраць зялёнаскурых, што трапляюць у Імперыю праз перавалы Ледзяны Вецер ці Зімовыя Зубы.
Settlements.Settlement.text.castle_WI4	Мендэльхоф раней быў малою соляндзкаю вёскай у Огэльляндзе, а цяпер на яе месцы стаіць фартэца. Яе ўзьвялі на ўсходнім беразе Огэлю для нагляду за Огэльляндзкім перавалам і спрэчнымі землямі паміж Вісэнляндам і Аверляндам, што ляжаць паміж Огэлем і Верхнім Райкам.
