Settlements.Settlement.text.castle_CC2	Невялікае ўмацаванае селішча на паўднёвым ускрайку Брэтоніі, каля тылійскай мяжы. Калісьці яго аблажылі тылійскія войскі, але аблога абярнулася разьнёю, калі сэр Дэр Рэйкер сам разграміў нападнікаў.
Settlements.Settlement.text.castle_village_CC2_1	На ўсходніх раўнінах Каркасону, проста насупраць Перпіньяну на рацэ Пу, ляжыць Ен. Адразу за вёскаю стаіць пахавальны курган Грундсьніка — орчага вайнабоса, пераможанага шмат стагодзьдзяў таму. Часам сюды прыходзяць оркі, каб вярнуць скарбы Грундсьніка.
Settlements.Settlement.text.castle_village_CC2_2	Кюньё — малая шахтарская вёска ля ўсходняга падножжа гораў Ірана й заходніх Сховішчаў. Яе загартаваныя шахтары здабываюць жалеза для Турыну й іншых мясьцінаў.
Settlements.Settlement.text.castle_village_CC_3	Там, дзе зьліваюцца Брыен і Пу, ляжыць Эскалькен, які вырошчвае лён для Турыну. Дзякуючы тылійскаму паходжаньню жыхароў вёска даволі заможная й багатая ў параўнаньні з суседнімі.
Settlements.Settlement.text.castle_CC3	Каля межаў лесу Лорэн, ля падножжа Сховішчаў, няспынна пільнуе навакольле замак Гадарон. Ён служыць ключавым пунктам для ўтрыманьня брэтонскай улады над паўночным канцом перавалу Навалён і аховы Лорэнскага тракту.
Settlements.Settlement.text.castle_village_CC3_1	Саліньяк-Ла-Руж — апошняе брэтонскае селішча на Лорэнскім тракце. Падарожнікі, што кіруюцца ў Кройцхафен, звычайна купляюць тут у сялянаў усё патрэбнае для доўгай дарогі. Людзі непакояцца празь небясьпечную блізкасьць фэяў Кавароку, але стасункі з Атэль Лорэнам застаюцца настолькі прыязнымі, наколькі магчыма.
Settlements.Settlement.text.castle_village_CC3_2	Ман-дэ-Марсан у перавале Навалён фактычна пазначае мяжу Тыліі й Брэтоніі. Шмат хто зь мясцовых — тылійцы, што зарабляюць на абслугоўваньні гандлю паміж Каркасонам і Міральяна.
Settlements.Settlement.text.castle_village_CC3_3	На беразе Пу, непадалёк ад яе ўпадзеньня ў Брыен, ляжыць Перпіньян. Блізкасьць перавалу Навалён абумовіла моцны тылійскі ўплыў на тутэйшых людзей.
Settlements.Settlement.text.town_QU1	На самай мяжы Краіны Рыцарства й лесу Атэль Лорэн стаіць герцагская сталіца — горад-крэпасьць Кенэль. Горад настолькі блізкі да лесу, што фэі запатрабавалі ад кенэльцаў разабраць усходні мур. Там, дзе мур сканчаецца, праходзіць шырокая дарога, а адразу за ёю пачынаецца чароўны лес.
Settlements.Settlement.text.village_QU1_1	Пераш — малая земляробчая грамада на дарозе паміж замкам Кенэль і Мерсо-Дэклю. Сяляне не наважваюцца нават наблізіцца да лесу, гэтак моцна яны баяцца фэяў, што сочаць за імі зь ценю дрэваў.
