Settlements.Settlement.text.town_CO1	Замак Курон узвышаецца з тых часоў, калі эльфы яшчэ блукалі землямі сучаснай Брэтоніі. Ягоныя ўнушальныя белыя муры, што зьзяюць на сонцы, сьведчаць пра трывалую моц гаспадарства й спадчыну шляхетных уладароў. У крэпасьці месьціцца шанаваны Вышэйшы Храм Шаліі, куды пілігрымы й рыцары прыходзяць па літасьць і ацаленьне багіні. Апроч сьвятых заляў, замак мае вялізныя турнірныя пляцы, дзе найадважнейшыя брэтонскія рыцары спаборнічаюць у баявым майстэрстве, гонары й рыцарскай годнасьці. Побач стаіць старажытнае абацтва Паплечнікаў Грааля — урачыстае месца малітвы й памяці, дзе шануюць і захоўваюць паданьні пра найвялікшых герояў Брэтоніі, што езьдзілі з самім Жылем лю Брэтонам. Курон вытрымаў шмат аблогаў зялёнаскурых, зьвералюдаў, норсканскіх марадзёраў, скавенаў і нежыці. Ён перажыў іх усіх і будзе трымацца надалей.
Settlements.Settlement.text.village_CO1_1	Рэнэс славіцца гадоўляю дужых і хуткіх коней. Гэта адно зь нямногіх месцаў, дзе шляхта ахвотна церпіць хлеўны смурод і коней, і сялянаў. Маладыя шляхцічы часта прыяжджаюць выбраць і замовіць найлепшых коней. Іх адпраўляюць у Курон, дзе навучаць баявой службе й прывучаць да вершніка.
Settlements.Settlement.text.village_CO1_2	Каля Санэ ляжыць Савюіль — непрыкметная гарняцкая вёска. Дужыя рабочыя коні цягнуць вялікія вазы жалеза ў Курон для рыцарства. Але дабрацца да руды цяжка: некаторыя жылы праходзяць пад ракою.
Settlements.Settlement.text.village_CO1_3	Санс — малая вёска каля Санэ. Яе стайні поўныя найлепшых рабочых коней Курону.
Settlements.Settlement.text.town_CO2	Шантыльён збудавалі зусім нядаўна, але ён ужо стаў ажыўленым горадам купцоў і падарожнікаў. Спачатку ён мусіў ахоўваць усходні бок прыбярэжнай дарогі, але патрулі часта таксама суправаджаюць караваны. Праз апошнія набегі зялёнаскурых і норсканскіх марадзёраў на ўзьбярэжжы караванам даспадобы бясьпека падарожжа з патрулём — пакуль яны не замінаюць.
Settlements.Settlement.text.village_CO2_1	Жыхары Эрэсбургу кормяцца рыбалоўствам у Моры Кіпцюроў. Сама вёска вельмі чыстая, з мноствам карабельняў уздоўж берагу. Шляхта няспынна сочыць за ёю, бо яна вельмі адкрытая да марыенбурцаў, і значная частка здабытай ежы нейкім чынам трапляе ў вялікі горад.
Settlements.Settlement.text.village_CO2_2	Дзесяцігодзьдзі таму вёска перастала плаціць падаткі, і мясцовы пан паслаў малы атрад «зборшчыкаў». Рыцары чакалі абы-якую купку бунтоўных сялянаў, але ўбачанае іх жахнула. Вёска здавалася пустою, але ўсюды была кроў. Камандзір западозрыў орчы набег, аднак каштоўнасьці засталіся; да таго ж пра шумны напад оркаў, не вядомых утойлівасьцю, яны б даведаліся. У цэнтры іх чакала жудаснае відовішча: усе мужчыны вёскі былі зваленыя ў кучу, целы зьбітыя ў месіва, з паламанымі касьцямі, што тырчалі з пабітай плоці. Жанчын так і не знайшлі. Расьсьледаваньне зайшло ў тупік. Адзіная незвычайная дэталь, якую хутка адкінулі, — густы туман, што рухаўся на поўдзень і здаваўся амаль разумным. Камандзір мог паклясьціся, што бачыў у ім постаці. Вёску ачысьцілі, целы спалілі, гісторыю сьцерлі. Цяпер тут жывуць новыя сяляне, ня ведаючы, які лёс можа іх чакаць.
Settlements.Settlement.text.village_CO3_1	Алансон — малая вёска паміж Санэ й Морам Хаосу. Яна пастаўляе большасьць драўніны для карабельні Андаю.
Settlements.Settlement.text.village_CO3_2	Кан — вёска на поўдзень ад Андаю й на поўнач ад Бошаму. Большасьць жыхароў Кану й Бошаму працуе ў адной капальні паміж вёскамі.
Settlements.Settlement.text.village_CO3_3	Бошам ляжыць на поўдзень ад Кану й на паўночны ўсход ад Л'Ангію. Тут пераважна здабываюць жалезную руду. Капальню дзеляць з жыхарамі Кану, якіх лічаць горшымі гарнякамі.
