Settlements.Settlement.text.town_OM1	Ад зьнішчэньня Мордхайму Бехафен служыць сталіцай Остэрмарку. Ягоныя высокія вузкія будынкі збудаваныя зь цёмнай драўніны Вялікага Лесу, асабліва Грыфонавага Лесу, што надае ім жудаснага выгляду. Хоць колер гэтай драўніны непрыемны, яна трывалая й выдатна прыдатная для многіх рамёстваў. Бехафен асабліва славіцца сваімі карабельнямі й майстэрскімі рачнымі суднамі. Дварфскі кароль Карак-Кадрыну падарыў гораду дзьве вадзяныя піларамы: бярвеньне, сплаўленае сюды па рацэ, цяпер ператвараюць у дошкі, якія прасьцей перавозіць і адразу выкарыстоўваць.
Settlements.Settlement.text.village_OM1_1	Дорна адыгрывае важную ролю ў зборы платы з суднаў, што праходзяць міма, і нарыхтоўцы лесу на поўдні. Яна таксама служыць месцам адпачынку маракам перад тым, як яны са зьвязкамі бярвеньня працягнуць шлях на поўдзень да Талабхайму ці далей.
Settlements.Settlement.text.village_OM1_2	Блізкасьць вусьця Брунвасэру зрабіла жыхароў Мюнкенхофу ўмелымі рыбакамі, якія забясьпечваюць Бехафен, а пры патрэбе й суседнія вёскі. Трывалыя рыбацкія лодкі неаднойчы ратавалі гаспадароў ад драпежнікаў, што спрабавалі выштурхнуць іх за борт ці перакуліць лодку, але ўрэшце атрымлівалі гуз на галаве й гарпун паміж вачэй.
Settlements.Settlement.text.village_OM1_3	Блізкасьць Брунвасэру дае вёсцы Райтвайн урадлівую глебу, на якой вырошчваюць лён.
Settlements.Settlement.text.village_OM1_4	На дарозе на захад ляжыць Ругенбатл — непрыкметная лясная вёска. Хоць празь яе праходзіць нямала людзей, сама яна вельмі бедная. Магчыма, падарожнікі імкнуцца хутчэй пакінуць цёмны лес і дабрацца да бясьпекі такіх месцаў, як Бехафен.
Settlements.Settlement.text.town_OM2	Айзэнталь — важны гандлёвы асяродак паміж Остэрмаркам і дварфамі Карак-Кадрыну. Ён стаіць на Блюце й служыць першым прыпынкам дварфскіх купцоў, таму водныя шляхі й суседнія дарогі звычайна добра ахоўваюцца. Ваяры Айзэнталю лёгка даюць рады любой пагрозе, апрача вялікай орчай арды.
Settlements.Settlement.text.village_OM2_1	Пры зьліцьці Аўрыту й Верхняга Блюту ляжыць Міелаў — непрыкметная вёска авечкагадоўцаў. Адасобленае становішча дае шмат пашаў, таму жывёла вырастае буйною й укормленаю ды дае якасную воўну.
Settlements.Settlement.text.village_OM2_2	Там, дзе Верхні й Ніжні Блют зьліваюцца ў раку Блют, стаіць Бісэндорф. Доступ да ракі дазваляе нарыхтоўваць драўніну ў Блюцкім Лесе, што расьце паміж Верхнім і Ніжнім Блютам.
Settlements.Settlement.text.village_OM2_3	На паўднёвым краі Остэрмарскіх Памежжаў ляжыць Таўэр. Тутэйшыя перадгор'і ўрадлівыя, але перасечаныя, таму багаты ўраджай патрабуе намаганьняў. Людзі дзякуючы гэтаму загартаваныя й дужыя, але застаюцца беднымі.
Settlements.Settlement.text.town_OM3	На Кадрынскай дарозе стаіць Нагенхоф — грозны горад-крэпасьць, што абараняе ўсходнія перадгор'і Остэрмарку ад набегаў зялёнаскурых. Зрэшты, сапраўднае ўварваньне яму рэдка пагражае. Гэта прыпісваюць шматлікім дружынам забойцаў, што праходзяць горадам на ўсход у пошуках сваёй пагібелі.
